especie,cenario,desvio_termico,desvio_bpm,variabilidade_bpm,queda_atividade,fragmentacao_repouso,taquicardia_repouso,risco
cao,saudavel,0.0,0.0,0.035452877649175804,0.0,1.0,0.0,0
cao,hipotermia_choque,0.5702780262944624,0.0,0.261224109961355,0.8695165519629788,0.0,0.0,1
cao,saudavel,0.0,0.0,0.0433181712280364,0.0122208303639606,1.0,0.0,0
cao,saudavel,0.0,0.0,0.04606527431359978,0.01938631446709216,1.0,0.0,0
ave,saudavel,0.0,0.0,0.02398228098709913,0.021089833162451832,0.0,0.0,0
gato,letargia,0.0,0.0,0.025284932869656867,0.0,1.0,0.0,1
gato,febre,1.0,0.0,0.06105573264159663,0.1613602404975918,1.0,0.0,1
bovino,febre,0.7932666728987101,0.0,0.08735134686977589,0.21022889046734317,1.0,0.0,1
cao,febre,0.5357207427433792,0.0,0.13466582709299604,0.23773625642879548,1.0,0.2,1
coelho,letargia,0.0,0.0,0.042479774545148126,0.021236577907385867,1.0,0.0,1
gato,saudavel,0.0,0.0,0.020549693254282256,0.05849806805564828,1.0,0.0,0
coelho,hipotermia_choque,1.0,0.0,0.23012052547401082,0.8894089129382109,0.0,0.0,1
ave,saudavel,0.0,0.0,0.02116388537882852,0.0,0.0,0.0,0
coelho,taquicardia_repouso,0.0,0.8282203699422874,0.042945212803960915,0.8244277522765571,0.0,1.0,1
gato,saudavel,0.0,0.0,0.02135889719073374,0.0,1.0,0.0,0
coelho,febre,0.43676975409484453,0.0,0.1389941113131399,0.22849321432474923,1.0,0.03333333333333333,1
coelho,atividade_intensa,0.0,0.3411472659597925,0.0550056446385931,0.0,0.0,0.0,0
coelho,letargia,0.0,0.0,0.04394761137747301,0.0,1.0,0.0,1
coelho,taquicardia_repouso,0.0,0.7928697822617172,0.03390655172575708,0.7769593368245991,0.0,1.0,1
gato,saudavel,0.0,0.0,0.023984734188231514,0.0,0.5172413793103448,0.0,0
coelho,taquicardia_repouso,0.0,0.8630730805571234,0.0469461619182463,0.76860332092427,0.0,1.0,1
ave,saudavel,0.0,0.0,0.018089565017544416,0.06039446298872109,0.0,0.0,0
coelho,letargia,0.0,0.0,0.05981741866831708,0.009593394769253472,1.0,0.0,1
bovino,saudavel,0.0,0.0,0.029390328294359638,0.0,1.0,0.0,0
coelho,hipotermia_choque,0.49598369474661763,0.0,0.26107183049859906,0.8795967702786991,0.0,0.0,1
coelho,taquicardia_repouso,0.0,0.8768929102967722,0.04461027842040366,0.8209114576085949,0.0,1.0,1
ave,taquicardia_repouso,0.0,1.0,0.05321524328000112,0.8313947987001181,0.0,1.0,1
cao,febre,0.156576784651137,0.0,0.1360363689205142,0.1443905333684542,1.0,0.1,1
cao,saudavel,0.0,0.0,0.0358172992923841,0.0,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.033678771364996925,0.0,1.0,0.0,0
coelho,saudavel,0.0,0.0,0.04822589819126864,0.0,0.0,0.0,0
coelho,taquicardia_repouso,0.0,0.8004456674190457,0.036677762997963305,0.8005768147170942,0.0,1.0,1
gato,atividade_intensa,0.0,0.5586496810962118,0.06138842845892432,0.0,0.0,0.0,0
gato,hipotermia_choque,0.8103059517453184,0.29875181086516345,0.22625319031574084,0.8922606745120799,0.0,0.0,1
coelho,saudavel,0.0,0.0,0.03703176967157326,0.0,0.17241379310344826,0.0,0
gato,saudavel,0.0,0.0,0.020620491381627432,0.0,1.0,0.0,0
gato,saudavel,0.0,0.0,0.02089523140914903,0.0,0.689655172413793,0.0,0
ave,letargia,0.0,0.0,0.024094286916176374,0.0835165205672288,1.0,0.0,1
coelho,febre,0.5957613402238546,0.0,0.13740079495878668,0.23241228121180113,1.0,0.03333333333333333,1
cao,saudavel,0.0,0.0,0.04620629231206308,0.0,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.025605976981203864,0.0,1.0,0.0,0
gato,taquicardia_repouso,0.0,1.0,0.0513243832448771,0.7286823543361631,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.042177315964232805,0.0,1.0,0.0,0
coelho,saudavel,0.0,0.0,0.04219840539288877,0.03336155007802888,0.3448275862068965,0.0,0
ave,saudavel,0.0,0.0,0.02180156072461863,0.006832043605943139,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.04453928519553867,0.04951913474715419,1.0,0.0,0
gato,saudavel,0.0,0.0,0.01879950328230524,0.002471450792453922,0.3448275862068965,0.0,0
ave,atividade_intensa,0.0,0.5255331184695116,0.05919277035689932,0.0,0.0,0.0,0
cao,febre,0.11196005279744492,0.0,0.1162280703673557,0.18881515219215161,1.0,0.03333333333333333,1
coelho,saudavel,0.0,0.0,0.043157191250463425,0.020524967844576247,0.3448275862068965,0.0,0
ave,saudavel,0.0,0.0,0.023117146046328724,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.03929892460244172,0.0,0.0,0.0,0
cao,letargia,0.0,0.0,0.045125814586077666,0.03472452981093577,1.0,0.0,1
cao,saudavel,0.0,0.0,0.034412819681416074,0.04235666145723316,1.0,0.0,0
bovino,hipotermia_choque,0.7816088188540011,0.0,0.27368098737535124,0.8298710012800674,0.0,0.0,1
bovino,saudavel,0.0,0.0,0.03456017373067066,0.0,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.03460268743919533,0.0,1.0,0.0,0
coelho,febre,0.49583981296651314,0.0,0.1120422996098587,0.2208579640176488,1.0,0.03333333333333333,1
ave,saudavel,0.0,0.0,0.022088635669653512,0.0,0.0,0.0,0
ave,letargia,0.0,0.0,0.022884607124198937,0.28721400663679497,1.0,0.0,1
ave,letargia,0.0,0.0,0.030495739354144253,0.11850712336754587,1.0,0.0,1
cao,atividade_intensa,0.0,0.40223360953023146,0.060262394089707724,0.0,0.0,0.0,0
cao,saudavel,0.0,0.0,0.036712434335150326,0.055402006653599845,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.03424959713367145,0.0,1.0,0.0,0
gato,saudavel,0.0,0.0,0.02161713320945194,0.04115932901028285,1.0,0.0,0
cao,atividade_intensa,0.0,0.3574427829732598,0.05061102836623519,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.03854222668345966,0.09000731959873776,1.0,0.0,0
ave,febre,0.42974073721969575,0.0,0.06884507428821239,0.1152453464680856,0.689655172413793,0.0,1
bovino,taquicardia_repouso,0.0,0.9799478362670917,0.04749195233770504,0.7072184075676249,0.0,1.0,1
bovino,letargia,0.0,0.0,0.040044537869922896,0.010099367918890323,1.0,0.0,1
bovino,febre,0.5196992160087461,0.0,0.11154083308648836,0.18889836726594444,1.0,0.23333333333333334,1
cao,taquicardia_repouso,0.0,0.8068909632711629,0.0650819301993089,0.6945224927388336,0.0,1.0,1
bovino,hipotermia_choque,0.5159495752732444,0.0,0.21172457855123852,0.8225412222322268,0.0,0.0,1
cao,saudavel,0.0,0.0,0.03479417124377032,0.08795865348934762,1.0,0.0,0
cao,atividade_intensa,0.0,0.42153571029452186,0.053497886051080044,0.0,0.0,0.0,0
ave,febre,0.24888437024861076,0.0,0.08467335761379115,0.08749758360839455,0.3448275862068965,0.03333333333333333,1
coelho,taquicardia_repouso,0.0,0.8166257266958383,0.04687462572854672,0.8097434098294138,0.0,1.0,1
coelho,saudavel,0.0,0.0,0.03917154086996703,0.04774878608552491,0.689655172413793,0.0,0
bovino,saudavel,0.0,0.0,0.035596565092388475,0.055945732067718246,1.0,0.0,0
cao,atividade_intensa,0.0,0.42736758504872574,0.039784695122978345,0.0,0.0,0.0,0
gato,atividade_intensa,0.0,0.5291382756221226,0.05307600119624287,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.054029386546019395,0.01002767683608019,0.0,0.0,0
cao,saudavel,0.0,0.0,0.0348274997924429,0.0025065026050389294,1.0,0.0,0
ave,saudavel,0.0,0.0,0.01810099487714186,0.015754405702340546,0.0,0.0,0
ave,taquicardia_repouso,0.0,1.0,0.04814124017580605,0.8081703108386126,0.0,1.0,1
ave,saudavel,0.0,0.0,0.026766515797049237,0.0,0.0,0.0,0
cao,saudavel,0.0,0.0,0.04128259732133203,0.0,1.0,0.0,0
ave,taquicardia_repouso,0.0,1.0,0.042022907976836325,0.8106383333691068,0.0,1.0,1
ave,saudavel,0.0,0.0,0.02347285387980948,0.0,0.3448275862068965,0.0,0
coelho,febre,0.33726872851249823,0.0,0.1364254159333647,0.15741104192002753,1.0,0.03333333333333333,1
cao,febre,0.040292151877465265,0.0,0.14538513984920742,0.1551151170548254,1.0,0.16666666666666666,1
bovino,letargia,0.0,0.0,0.04518102550941212,0.0,1.0,0.0,1
bovino,taquicardia_repouso,0.0,0.9547526353518045,0.04027592450178417,0.6780814388852879,0.0,1.0,1
gato,saudavel,0.0,0.0,0.023197347137459134,0.013502193543508234,1.0,0.0,0
gato,hipotermia_choque,1.0,0.04856070384595346,0.1920482844349806,0.9068247618211791,0.0,0.0,1
bovino,saudavel,0.0,0.0,0.03241076292112038,0.04368730797343723,1.0,0.0,0
ave,saudavel,0.0,0.0,0.016170442257670503,0.0,0.0,0.0,0
bovino,febre,0.12093855893571503,0.0,0.1024266488526594,0.1587514939048783,1.0,0.03333333333333333,1
bovino,letargia,0.0,0.0,0.036839675417145945,0.017539973068002368,1.0,0.0,1
ave,letargia,0.0,0.0,0.0296061980643924,0.0,1.0,0.0,1
bovino,taquicardia_repouso,0.0,0.9702686625136401,0.04420664031722383,0.747840011362656,0.0,1.0,1
cao,taquicardia_repouso,0.0,0.8509134071869213,0.04928573414223615,0.7457032576544815,0.0,1.0,1
gato,atividade_intensa,0.0,0.4578925120604247,0.052222459629273146,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.027628834200160712,0.1293383594500076,1.0,0.0,0
cao,saudavel,0.0,0.0,0.04346795659971853,0.02546498813062814,1.0,0.0,0
gato,letargia,0.0,0.0,0.024068083382921917,0.0,1.0,0.0,1
ave,febre,0.0,0.0,0.08827033313226225,0.10163560334684651,0.689655172413793,0.03333333333333333,1
cao,atividade_intensa,0.0,0.3529604796550516,0.04426235091239783,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.03201155685397489,0.005558352094566343,1.0,0.0,0
gato,atividade_intensa,0.0,0.4932138764157181,0.04605350913641599,0.0,0.0,0.0,0
ave,febre,0.2862666632858506,0.0,0.08778268984909887,0.1934996542514592,1.0,0.06666666666666667,1
gato,taquicardia_repouso,0.0,1.0,0.0407761024308962,0.8003224573767975,0.0,1.0,1
ave,febre,0.04364087517716797,0.0,0.06598289361100602,0.14915951735021837,0.3448275862068965,0.0,1
gato,saudavel,0.0,0.0,0.022090640903982994,0.013617377056415858,0.689655172413793,0.0,0
ave,atividade_intensa,0.0,0.44250034616411993,0.05916886088595924,0.0,0.0,0.0,0
coelho,hipotermia_choque,0.2777012159373651,0.0,0.26445655922735073,0.8859045347735514,0.0,0.0,1
cao,saudavel,0.0,0.0,0.04241048808682538,0.0,1.0,0.0,0
coelho,hipotermia_choque,0.24343423938060482,0.0,0.23238950755892143,0.911534703398412,0.0,0.0,1
ave,saudavel,0.0,0.0,0.025197576904717533,0.00563891414340667,0.0,0.0,0
cao,taquicardia_repouso,0.0,0.8690191157844738,0.04541038992319338,0.7137309631998556,0.0,1.0,1
ave,saudavel,0.0,0.0,0.024969053330869562,0.0762330501432047,0.0,0.0,0
ave,febre,0.3799435325568865,0.0,0.0654329876907173,0.16521882840473656,0.3448275862068965,0.0,1
gato,taquicardia_repouso,0.0,1.0,0.040043362755131595,0.7755777986140708,0.0,1.0,1
coelho,febre,0.49566506314227854,0.0,0.09511004591306266,0.1482249031127698,1.0,0.0,1
gato,febre,1.0,0.0,0.08672647350558532,0.08633465140263075,1.0,0.03333333333333333,1
gato,febre,0.3288332626782986,0.0,0.09116927059810523,0.1367140511267394,1.0,0.1,1
gato,taquicardia_repouso,0.0,1.0,0.059220971210213524,0.7627845362694916,0.0,1.0,1
gato,febre,0.6896473585068565,0.0,0.07682795361513435,0.16450947850421416,1.0,0.1,1
ave,letargia,0.0,0.0,0.028119997855439328,0.12401006809805337,1.0,0.0,1
ave,saudavel,0.0,0.0,0.021053861943395858,0.0,0.0,0.0,0
cao,hipotermia_choque,0.4618694317837295,0.0,0.27787372206456884,0.865201575549412,0.0,0.0,1
cao,taquicardia_repouso,0.0,0.828332632451545,0.0388638593192005,0.7149195654120976,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.03771905904553853,0.0,1.0,0.0,0
cao,saudavel,0.0,0.0,0.04510161444806114,0.0,1.0,0.0,0
cao,saudavel,0.0,0.0,0.042874820051884865,0.022167414974465838,1.0,0.0,0
bovino,letargia,0.0,0.0,0.04908642339992583,0.0,1.0,0.0,1
ave,taquicardia_repouso,0.0,1.0,0.050823953321697556,0.8296252507100003,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.031531620883994346,0.0,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.03282448164770467,0.035625526939452756,1.0,0.0,0
ave,saudavel,0.0,0.0,0.022534073168220203,0.022756142596902063,0.0,0.0,0
gato,atividade_intensa,0.0,0.47015894638501554,0.054062358083046026,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.03555262124207004,0.0,1.0,0.0,0
coelho,saudavel,0.0,0.0,0.03799587945164901,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.037750222511007646,0.04759408759404471,0.3448275862068965,0.0,0
bovino,letargia,0.0,0.0,0.036754027048611866,0.0,1.0,0.0,1
bovino,febre,0.7733074894761482,0.0,0.09021414809196657,0.1105232703612129,1.0,0.0,1
gato,taquicardia_repouso,0.0,1.0,0.048307925840140126,0.7437570642156883,0.0,1.0,1
cao,taquicardia_repouso,0.0,0.8764736993072695,0.04344134681643076,0.7212329049888104,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.03450923706391693,0.0,1.0,0.0,0
gato,febre,0.371963089471816,0.0,0.08105593593376548,0.16162307517024843,1.0,0.13333333333333333,1
ave,atividade_intensa,0.0,0.5529905309621328,0.06367744200061393,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.04447243127772997,0.008356870335326505,0.0,0.0,0
ave,atividade_intensa,0.0,0.4469689478700547,0.041912200739293026,0.0,0.0,0.0,0
ave,taquicardia_repouso,0.0,1.0,0.048347323960010916,0.842485028069135,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.03307049063279992,0.0,1.0,0.0,0
cao,saudavel,0.0,0.0,0.03649456180765586,0.0,1.0,0.0,0
bovino,letargia,0.0,0.0,0.03668316863032754,0.0,1.0,0.0,1
cao,hipotermia_choque,0.2838118343754972,0.0,0.2594977303773349,0.8522858618041971,0.0,0.0,1
bovino,febre,0.4021790055929273,0.0,0.11649723635858684,0.04219272250734496,1.0,0.13333333333333333,1
coelho,saudavel,0.0,0.0,0.03907201350264782,0.032446348222802235,0.3448275862068965,0.0,0
bovino,atividade_intensa,0.0,0.37854529711910345,0.05077711669898493,0.0,0.0,0.0,0
coelho,taquicardia_repouso,0.0,0.8504963798762015,0.04320409635487065,0.7897727192182978,0.0,1.0,1
bovino,febre,0.5454364609870197,0.0,0.09120630295490474,0.16266983641920507,1.0,0.1,1
cao,febre,0.3053772637841814,0.0,0.09901979482704178,0.13318075209277824,1.0,0.0,1
ave,saudavel,0.0,0.0,0.01923991496702944,0.05500469013325049,0.0,0.0,0
ave,saudavel,0.0,0.0,0.02300277563518364,0.0,0.0,0.0,0
coelho,taquicardia_repouso,0.0,0.7693050910477961,0.052641292334063755,0.7946233125590535,0.0,1.0,1
ave,saudavel,0.0,0.0,0.024876745472392797,0.013227025474752407,0.0,0.0,0
ave,taquicardia_repouso,0.0,1.0,0.03731096058991975,0.8436093429022535,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.03334886207761682,0.07404445094861423,1.0,0.0,0
ave,febre,0.054761875212520295,0.0,0.08225359314780199,0.12419871130639548,0.3448275862068965,0.03333333333333333,1
gato,febre,0.8741538428588884,0.0,0.08508666010211788,0.1305851266635586,1.0,0.06666666666666667,1
ave,letargia,0.0,0.0,0.02465090442388582,0.06518093077475418,1.0,0.0,1
bovino,saudavel,0.0,0.0,0.03324004926757322,0.008767252917462276,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.03611892273398459,0.07346302674277316,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.03177268518638277,0.08150812057836954,1.0,0.0,0
ave,atividade_intensa,0.0,0.5400378387189395,0.06462207642704987,0.0,0.0,0.0,0
gato,atividade_intensa,0.0,0.5130694670368037,0.058846258574274134,0.0,0.0,0.0,0
coelho,taquicardia_repouso,0.0,0.8322908333733587,0.06501412787927768,0.7956726301318939,0.0,1.0,1
gato,febre,0.8399642847952156,0.0,0.06596147641193677,0.259572461520439,1.0,0.0,1
coelho,saudavel,0.0,0.0,0.043708594407792664,0.0,0.689655172413793,0.0,0
gato,letargia,0.0,0.0,0.022689276732049315,0.12922346552068664,1.0,0.0,1
gato,saudavel,0.0,0.0,0.026769618540052196,0.0,1.0,0.0,0
cao,atividade_intensa,0.0,0.37731641928858295,0.047786744092647576,0.0,0.0,0.0,0
coelho,letargia,0.0,0.0,0.04788204401948713,0.08269434437859713,1.0,0.0,1
coelho,febre,0.4913501732657721,0.0,0.10746371958127937,0.1770628633063609,1.0,0.0,1
bovino,saudavel,0.0,0.0,0.040983395531163744,0.0,1.0,0.0,0
ave,saudavel,0.0,0.0,0.023352704347769815,0.0,0.0,0.0,0
gato,saudavel,0.0,0.0,0.017872300688627402,0.028757719442912943,1.0,0.0,0
cao,saudavel,0.0,0.0,0.03845456052009911,0.0,1.0,0.0,0
coelho,letargia,0.0,0.0,0.05051282644299248,0.0,1.0,0.0,1
gato,letargia,0.0,0.0,0.02725819445273898,0.05432516453330094,1.0,0.0,1
cao,febre,0.4686172932070103,0.0,0.1027046405098349,0.043404953060457774,1.0,0.0,1
gato,saudavel,0.0,0.0,0.01860523417055707,0.05998684236643781,1.0,0.0,0
bovino,letargia,0.0,0.0,0.027332931420937446,0.0,1.0,0.0,1
ave,saudavel,0.0,0.0,0.022270010118533596,0.0,0.0,0.0,0
cao,taquicardia_repouso,0.0,0.8873302093084732,0.05441333119737306,0.7030409633280946,0.0,1.0,1
coelho,taquicardia_repouso,0.0,0.8161680890285092,0.03985606160019564,0.7853320435167984,0.0,1.0,1
cao,taquicardia_repouso,0.0,0.9715569605490812,0.04124994022758341,0.6774222324258719,0.0,1.0,1
ave,saudavel,0.0,0.0,0.019743450176168728,0.001031455688653482,0.0,0.0,0
coelho,hipotermia_choque,0.7579700738462141,0.0,0.2546412878888286,0.9004094589468898,0.0,0.0,1
coelho,febre,0.4273342362378969,0.0,0.11449618975001453,0.1514529088622052,1.0,0.0,1
cao,saudavel,0.0,0.0,0.03758961325022501,0.05915953474776603,1.0,0.0,0
cao,taquicardia_repouso,0.0,0.7923346169981209,0.051248745526096436,0.7288571852795693,0.0,1.0,1
gato,atividade_intensa,0.0,0.5161278621842862,0.0409271561244939,0.0,0.0,0.0,0
ave,atividade_intensa,0.0,0.6810510767642859,0.053071378372697285,0.0,0.0,0.0,0
coelho,atividade_intensa,0.0,0.28975657993088677,0.05278820275388167,0.0,0.0,0.0,0
cao,taquicardia_repouso,0.0,0.8747525700511154,0.038151963308796735,0.7122581963238294,0.0,1.0,1
coelho,saudavel,0.0,0.0,0.036284667295614366,0.03603732315585739,1.0,0.0,0
coelho,letargia,0.0,0.0,0.04807735145527927,0.0,1.0,0.0,1
ave,hipotermia_choque,0.6080137598094382,0.0,0.18789996037309545,0.8989205984866682,0.0,0.0,1
coelho,taquicardia_repouso,0.0,0.8255412172843897,0.045847558906010485,0.8003821305063467,0.0,1.0,1
gato,letargia,0.0,0.0,0.019505620680339474,0.0,1.0,0.0,1
coelho,febre,0.2645286272183778,0.0,0.09558951016022366,0.17550456828025018,1.0,0.0,1
coelho,saudavel,0.0,0.0,0.04387705325904708,0.013668571123393036,0.0,0.0,0
ave,letargia,0.0,0.0,0.03121911678883421,0.21973342109471872,1.0,0.0,1
gato,saudavel,0.0,0.0,0.018286692214540098,0.0,0.3448275862068965,0.0,0
cao,saudavel,0.0,0.0,0.04111065228089108,0.03951264988395242,1.0,0.0,0
ave,atividade_intensa,0.0,0.4908202969363318,0.0542430354866235,0.0,0.0,0.0,0
gato,febre,0.5077689607315001,0.0,0.06756083358078786,0.13532233507851443,1.0,0.0,1
bovino,hipotermia_choque,0.4553006006792941,0.0,0.20710280253806596,0.8596603871700937,0.0,0.0,1
coelho,saudavel,0.0,0.0,0.044742686747899295,0.0,0.3448275862068965,0.0,0
coelho,saudavel,0.0,0.0,0.036260215120051814,0.0,0.0,0.0,0
ave,saudavel,0.0,0.0,0.021633715554082156,0.0,0.0,0.0,0
cao,febre,0.3482789036721514,0.0,0.11169517786326541,0.1692962462265205,1.0,0.06666666666666667,1
cao,hipotermia_choque,0.25149911067912534,0.0,0.243462169670563,0.8573811287035158,0.0,0.0,1
gato,saudavel,0.0,0.0,0.020986712257465234,0.025067920725140747,1.0,0.0,0
gato,saudavel,0.0,0.0,0.024636725668656313,0.0,0.689655172413793,0.0,0
cao,hipotermia_choque,0.25681325750866746,0.0,0.2970381434965239,0.8363964418388873,0.0,0.0,1
gato,saudavel,0.0,0.0,0.024011921199220028,0.03673724748276053,0.689655172413793,0.0,0
gato,saudavel,0.0,0.0,0.02015137693034561,0.0,0.3448275862068965,0.0,0
bovino,febre,0.1310699357068852,0.0,0.11618106044356585,0.14295055358458553,1.0,0.16666666666666666,1
coelho,saudavel,0.0,0.0,0.044456858809600354,0.0,0.3448275862068965,0.0,0
cao,febre,0.2605866562070618,0.0,0.13947854330939244,0.17826215549381552,1.0,0.06666666666666667,1
gato,febre,0.8667214852116798,0.0,0.06760156481528497,0.1614730043796827,1.0,0.06666666666666667,1
ave,atividade_intensa,0.0,0.46949688838532144,0.04571373398101793,0.0,0.0,0.0,0
bovino,taquicardia_repouso,0.0,0.9085062501674195,0.04999295602560339,0.6654934831353219,0.0,1.0,1
coelho,saudavel,0.0,0.0,0.04535332516262964,0.0,0.689655172413793,0.0,0
cao,atividade_intensa,0.0,0.3540294119091534,0.05414484947752327,0.0,0.0,0.0,0
gato,saudavel,0.0,0.0,0.02414461978544332,0.04212456486475691,0.689655172413793,0.0,0
ave,febre,0.0,0.0,0.061932032637794836,0.14395116684240994,0.689655172413793,0.0,1
gato,saudavel,0.0,0.0,0.018074672420039184,0.0,0.689655172413793,0.0,0
cao,atividade_intensa,0.0,0.4162851612271532,0.048068005312279664,0.0,0.0,0.0,0
bovino,febre,0.7757194354078745,0.0,0.10206953693854517,0.14829282022363988,1.0,0.2,1
bovino,saudavel,0.0,0.0,0.0342597860523853,0.0,1.0,0.0,0
bovino,febre,0.5041089528020375,0.0,0.10853226497657566,0.19875713928674998,1.0,0.26666666666666666,1
cao,letargia,0.0,0.0,0.04669728095639948,0.0,1.0,0.0,1
bovino,saudavel,0.0,0.0,0.031902726256012245,0.03872530026978038,1.0,0.0,0
gato,atividade_intensa,0.0,0.5917040314735202,0.04755807585957016,0.0,0.0,0.0,0
gato,saudavel,0.0,0.0,0.02459336055879291,0.002187447921963126,1.0,0.0,0
cao,saudavel,0.0,0.0,0.04053471885641524,0.0,1.0,0.0,0
ave,letargia,0.0,0.0,0.03402140222959248,0.0,1.0,0.0,1
cao,febre,0.5809059396958764,0.0,0.12035002429808368,0.17776241491518252,1.0,0.06666666666666667,1
ave,hipotermia_choque,0.6479157054784395,0.22432436498648478,0.24527739184282402,0.9121937255162755,0.0,0.0,1
bovino,saudavel,0.0,0.0,0.03959092156077372,0.0,1.0,0.0,0
ave,saudavel,0.0,0.0,0.019799155662357886,0.0,0.0,0.0,0
gato,saudavel,0.0,0.0,0.02215934258773392,0.0,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.03690787948245837,0.021331011159828606,1.0,0.0,0
gato,saudavel,0.0,0.0,0.019985761109680696,0.0,0.689655172413793,0.0,0
gato,letargia,0.0,0.0,0.023096265788928823,0.0,1.0,0.0,1
coelho,saudavel,0.0,0.0,0.04122623516256315,0.06693798754552605,0.8620689655172414,0.0,0
gato,febre,0.5341626199208456,0.0,0.05777545598574296,0.12684798470883996,1.0,0.0,1
gato,febre,1.0,0.0,0.07609703952381236,0.09616786333799376,1.0,0.1,1
ave,saudavel,0.0,0.0,0.01832516703586464,0.0,0.0,0.0,0
gato,letargia,0.0,0.0,0.023363965276250925,0.0,1.0,0.0,1
gato,atividade_intensa,0.0,0.5620608037892842,0.04741709908504419,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.030822607141747765,0.0,1.0,0.0,0
ave,saudavel,0.0,0.0,0.019836651823294357,0.0,0.0,0.0,0
bovino,atividade_intensa,0.0,0.4165520282856079,0.05459073871828137,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.03652801022390939,0.08474255924587104,1.0,0.0,0
cao,hipotermia_choque,0.6622738658454927,0.0,0.22571009380872273,0.8871702835878501,0.0,0.0,1
gato,febre,0.3324298030433672,0.0,0.09142755580803315,0.19162347270299518,1.0,0.03333333333333333,1
ave,febre,0.29316838724727745,0.0,0.07152932473017512,0.1564923695671786,0.8620689655172414,0.0,1
bovino,taquicardia_repouso,0.0,1.0,0.04493150613278747,0.7260015070871775,0.0,1.0,1
coelho,taquicardia_repouso,0.0,0.845089996859397,0.033781761873732975,0.805726779277147,0.0,1.0,1
cao,saudavel,0.0,0.0,0.04078872152594114,0.055488806903160826,1.0,0.0,0
bovino,hipotermia_choque,0.22428609035957447,0.0,0.29290525221085706,0.838384933087351,0.0,0.0,1
ave,taquicardia_repouso,0.0,1.0,0.05265143219894311,0.8067068907559239,0.0,1.0,1
cao,febre,0.0,0.0,0.11741859141093743,0.1678940283528897,1.0,0.06666666666666667,1
gato,letargia,0.0,0.0,0.02518737918501204,0.0,1.0,0.0,1
bovino,atividade_intensa,0.0,0.35230297880360273,0.062830196495291,0.0,0.0,0.0,0
bovino,taquicardia_repouso,0.0,1.0,0.04788487782482046,0.6933280282793777,0.0,1.0,1
ave,febre,0.08893339709457138,0.0,0.07312412595433793,0.18055917793266718,0.689655172413793,0.0,1
cao,saudavel,0.0,0.0,0.040423001036765924,0.011165863461190528,1.0,0.0,0
bovino,taquicardia_repouso,0.0,1.0,0.05330864341385223,0.6745830990057278,0.0,1.0,1
cao,febre,0.0,0.0,0.12978223563744753,0.13143093583574494,1.0,0.2,1
coelho,taquicardia_repouso,0.0,0.8025235644903421,0.046264041307987856,0.8083522270588251,0.0,1.0,1
ave,taquicardia_repouso,0.0,1.0,0.04289720556276249,0.8305512594222778,0.0,1.0,1
gato,saudavel,0.0,0.0,0.02560182207520392,0.0,1.0,0.0,0
bovino,febre,0.505505664312248,0.0,0.1138287146111627,0.20120954924594403,1.0,0.23333333333333334,1
ave,saudavel,0.0,0.0,0.014369018761041838,0.0,0.3448275862068965,0.0,0
ave,hipotermia_choque,0.07038891551503212,0.07733588125891933,0.20608934349997357,0.9094163621001674,0.0,0.0,1
bovino,taquicardia_repouso,0.0,0.9978894418514557,0.04428047399808018,0.7083252016447634,0.0,1.0,1
gato,atividade_intensa,0.0,0.511702520647858,0.03806014985913424,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.043945330950772146,0.0,0.3448275862068965,0.0,0
bovino,saudavel,0.0,0.0,0.025689915057856155,0.0,1.0,0.0,0
coelho,letargia,0.0,0.0,0.051746857275708394,0.24666648041954498,1.0,0.0,1
ave,saudavel,0.0,0.0,0.021442967875481108,0.002475917792334692,0.0,0.0,0
coelho,taquicardia_repouso,0.0,0.8073005809823948,0.0547615502119925,0.8238481245142925,0.0,1.0,1
bovino,atividade_intensa,0.0,0.3328863003053115,0.04021411191999448,0.0,0.0,0.0,0
